Index,target,load,SensorI,SensorII,SensorIII,SensorIV,sum_Sensor,ABSsum_Sensor,median_Sensor,SensorI^2,SensorII^2,SensorIII^2,SensorIV^2,SensorI^3,SensorII^3,SensorIII^3,SensorIV^3,Multi_Sensor
252,0,40,0.309868,1.02094,-2.07316,-1.87543,-2.617782,5.279398,-0.782781,0.096018177,1.042318484,4.297992386,3.517237685,0.029752961,1.064144633,-8.910425894,-6.596333071,1.230015625
253,1,70,6.32269,-9.07664,-0.301748,-0.25813,-3.313828,15.959208,-0.279939,39.97640884,82.38539369,0.091051856,0.066631097,252.7584404,-747.7825598,-0.027474715,-0.017199485,-4.470024272
254,0,90,-2.15036,0.637941,-0.335401,3.956,2.10818,7.079702,0.15127,4.62404813,0.406968719,0.112493831,15.649936,-9.943368136,0.259622032,-0.037730543,61.91114682,1.820171558
255,1,30,6.46495,0.472502,-11.7209,-11.025,-15.808448,29.683352,-5.276249,41.7955785,0.22325814,137.3794968,121.550625,270.2063252,0.105489918,-1610.211344,-1340.095641,394.7374946
256,0,50,4.49025,0.618873,-0.960664,-0.919343,3.229116,6.98913,-0.150235,20.16234506,0.38300379,0.922875321,0.845191552,90.53396992,0.237030705,-0.886573097,-0.777020937,2.454263266
257,1,40,4.76425,0.508725,-3.82006,8.12231,9.575225,17.215345,2.6364875,22.69807806,0.258801126,14.5928584,65.97191974,108.1393184,0.131658603,-55.74559467,535.8443834,-75.20164978
258,1,40,-4.04598,4.90983,1.42366,2.22475,4.51226,12.60422,1.824205,16.36995416,24.10643063,2.026807796,4.949512562,-66.23250713,118.3584763,2.885485186,11.01142807,-62.9184022
259,1,20,3.17518,-0.579567,-1.73693,-7.2558,-6.397117,12.747477,-1.1582485,10.08176803,0.335897907,3.016925825,52.64663364,32.01142822,-0.194675343,-5.240188973,-381.9934444,-23.19207566
260,1,50,1.48942,-0.674512,0.529289,0.459252,1.803449,3.152473,0.4942705,2.218371936,0.454966438,0.280146846,0.2109124,3.30408753,-0.306880322,0.148278644,0.096861941,-0.244202883
261,0,50,-1.92075,-4.7423,-5.01392,-1.5665,-13.24347,13.24347,-3.331525,3.689280563,22.48940929,25.13939377,2.45392225,-7.08618564,-106.6515257,-126.0469092,-3.844069205,71.54308535
262,1,0,-5.81263,6.01033,-0.700322,1.2104,0.707778,13.733682,0.255039,33.78666752,36.12406671,0.490450904,1.46506816,-196.3893972,217.1175619,-0.343473558,1.773318501,29.61404155
263,0,80,-2.51642,-4.34215,-2.38372,-1.38963,-10.63192,10.63192,-2.45007,6.332369616,18.85426662,5.682121038,1.931071537,-15.93490155,-81.86805381,-13.54458556,-2.68347494,36.19448253
264,1,10,-1.99544,-6.26211,0.162888,0.143833,-7.950829,8.564271,-0.9258035,3.981780794,39.21402165,0.026532501,0.020687932,-7.945404667,-245.5625171,0.004321826,0.002975607,0.292756803
265,0,60,-6.2033,-7.65162,-1.01588,-7.57383,-22.44463,22.44463,-6.888565,38.48093089,58.54728862,1.032012174,57.36290087,-238.7087586,-447.9816046,-1.048400528,-434.4568595,365.2028361
266,0,50,7.83551,-8.04708,5.99548,-1.13466,4.64925,23.01273,2.43041,61.39521696,64.75549653,35.94578043,1.287453316,481.0628364,-521.092661,215.5122077,-1.460821779,428.9387597
267,0,50,4.78984,-1.17461,5.05561,0.65775,9.32859,11.67781,2.723795,22.94256723,1.379708652,25.55919247,0.432635062,109.8912262,-1.62061958,129.2173091,0.284565712,-18.70893738
268,0,50,-6.20018,-3.02373,7.88782,-3.07254,-4.40863,20.18427,-3.048135,38.44223203,9.142943113,62.21770435,9.440502052,-238.3487582,-27.64579138,490.7620527,-29.00632017,-454.3618337
269,1,10,-2.36753,-0.587873,1.59448,1.51807,0.157147,6.067953,0.4650985,5.605198301,0.345594664,2.54236647,2.304536525,-13.27047513,-0.203165772,4.05375249,3.498447762,3.368913646
270,1,50,4.95899,-3.18487,2.32354,-1.4424,2.65526,11.9098,0.44057,24.59158182,10.14339692,5.398838132,2.08051776,121.9494083,-32.30540054,12.54441635,-3.000938817,52.9323054
271,0,10,-5.81984,3.11711,1.24813,2.0401,0.5855,12.22518,1.644115,33.87053763,9.716374752,1.557828497,4.16200801,-197.1211097,30.2870089,1.944372482,8.490912541,-46.19281737
272,1,90,4.16882,4.5984,0.0359266,-5.49734,3.3058066,14.3004866,2.1023733,17.37906019,21.14528256,0.001290721,30.22074708,72.45017371,97.23446732,4.64E-05,-166.1337217,-3.786069717
273,0,20,5.11134,0.592892,0.747728,2.34265,8.79461,8.79461,1.545189,26.1257966,0.351520924,0.559097162,5.488009022,133.5378292,0.208413943,0.418052603,12.85648434,5.308372776
274,1,50,-4.32744,7.86423,0.0855842,0.385139,4.0075132,12.6623932,0.2353616,18.72673695,61.84611349,0.007324655,0.148332049,-81.03883056,486.3720611,0.000626875,0.057128457,-1.121755882
275,1,70,13.0394,-2.66109,3.12553,3.1997,16.70354,22.02572,3.162615,170.0259524,7.081399988,9.768937781,10.23808009,2217.036403,-18.84424269,30.5331081,32.75878486,-347.0164831
276,1,50,1.18521,-0.724059,0.158464,-2.53554,-1.915925,4.603273,-0.2827975,1.404722744,0.524261435,0.025110839,6.428963092,1.664891444,-0.379596211,0.003979164,-16.30089308,0.344802451
277,1,10,-4.78147,-0.122738,-2.25919,3.73093,-3.432468,10.894328,-1.190964,22.86245536,0.015064617,5.103939456,13.91983866,-109.3161444,-0.001849001,-11.53076898,51.93394367,-4.946640346
278,0,80,-6.47498,-0.914661,5.34829,1.19892,-0.842431,13.936851,0.1421295,41.925366,0.836604745,28.60420592,1.437409166,-271.4659063,-0.765209733,152.9835885,1.723338598,37.97552145
279,1,80,0.290717,-1.18614,-2.29276,7.1683,3.980117,10.937917,-0.4477115,0.084516374,1.4069281,5.256748418,51.38452489,0.024570347,-1.668813696,-12.0524625,368.3396898,5.667364548
280,1,20,3.37683,-3.20328,4.70941,-6.68826,-1.8053,17.97778,0.086775,11.40298085,10.26100276,22.17854255,44.73282183,38.50592782,-32.86886492,104.4478501,-299.1847429,340.7091122
281,0,10,-10.8592,1.09251,2.12389,2.14524,-5.49756,16.22084,1.6082,117.9222246,1.1935781,4.510908732,4.602054658,-1280.541022,1.30399601,9.580673947,9.872511734,-54.05441344
282,0,90,9.61596,5.41724,1.78951,3.4812,20.30391,20.30391,4.44922,92.46668672,29.34648922,3.20234604,12.11875344,889.1559608,158.9769752,5.730630262,42.18780448,324.5142925
283,0,50,-6.18238,-1.22502,4.63333,-0.43642,-3.21049,12.47715,-0.83072,38.22182246,1.500674,21.46774689,0.190462416,-236.3018308,-1.838355664,99.46715569,-0.083121608,-15.31428597
284,0,10,0.599349,-3.39955,1.83545,1.21054,0.245789,7.044889,0.9049445,0.359219224,11.5569402,3.368876703,1.465407092,0.215297683,-39.28839607,6.183404744,1.773933901,-4.527129532
285,1,80,0.00479469,-0.0958186,-0.331097,-2.31436,-2.73648091,2.74607029,-0.2134578,2.30E-05,0.009181204,0.109625223,5.35626221,1.10E-07,-0.00087973,-0.036296583,-12.39631901,-0.000352044
286,1,50,-4.03495,10.8214,-4.68565,1.51554,3.61634,21.05754,-1.259705,16.2808215,117.102698,21.95531592,2.296861492,-65.69230072,1267.215136,-102.8749261,3.480985465,310.0693627
287,0,40,-1.7856,0.628053,-3.40227,-2.45763,-7.017447,8.273553,-2.121615,3.18836736,0.394450571,11.57544115,6.039945217,-5.693148758,0.247735864,-39.38277617,-14.84395056,-9.377039538
288,1,80,4.61603,1.85178,-1.73023,-1.25923,3.47835,9.45727,0.296275,21.30773296,3.429089168,2.993695853,1.585660193,98.35713458,6.34991874,-5.179782376,-1.996710885,18.6237405
289,1,10,-1.93585,-1.96472,-3.81862,4.62875,-3.09044,12.34794,-1.950285,3.747515223,3.860124678,14.5818587,21.42532656,-7.254627343,-7.584064158,-55.68257729,99.17248033,-67.2268151
290,1,70,-2.28028,-0.291722,2.08828,0.755344,0.271622,5.415626,0.231811,5.199676878,0.085101725,4.360913358,0.570544558,-11.85671919,-0.024826046,9.106808148,0.430957409,1.04927874
291,1,20,0.192891,-1.74658,1.07081,-0.416554,-0.899433,3.426835,-0.1118315,0.037206938,3.050541696,1.146634056,0.173517235,0.007176883,-5.328015116,1.227827214,-0.072279298,0.150274114
292,0,60,-6.04787,-11.1358,-5.57474,-16.7182,-39.47661,39.47661,-8.591835,36.57673154,124.0060416,31.07772607,279.4982112,-221.2113174,-1380.906478,-173.2502426,-4672.706995,6276.795845
293,1,70,3.26561,-2.70833,1.62461,4.11001,6.2919,11.70856,2.44511,10.66420867,7.335051389,2.639357652,16.8921822,34.82514648,-19.86573973,4.287926835,69.42703776,-59.05516651
294,0,80,-11.1515,12.3749,-9.02701,2.39791,-5.4057,34.95132,-3.31455,124.3559523,153.13815,81.48690954,5.749972368,-1386.755402,1895.069293,-735.5831473,13.78791624,2987.113945
295,0,50,-2.81267,0.608676,2.22873,0.160523,0.185259,5.810599,0.3845995,7.911112529,0.370486473,4.967237413,0.025767634,-22.25134888,0.225506224,11.07063104,0.004136298,-0.612490963
296,1,30,6.72489,4.34808,3.89582,-1.1287,13.84009,16.09749,4.12195,45.22414551,18.90579969,15.17741347,1.27396369,304.1274039,82.2039295,59.12847095,-1.437922817,-128.5760616
297,1,10,-5.60068,6.6716,-4.38282,3.4344,0.1225,20.0895,-0.47421,31.36761646,44.51024656,19.20911115,11.79510336,-175.6799822,296.9545609,-84.19007654,40.50910298,562.4387959
298,0,70,-10.1112,-8.02324,0.655414,1.39249,-16.086536,20.182344,-3.683913,102.2363654,64.3723801,0.429567511,1.9390284,-1033.732338,-516.4750549,0.281544561,2.700077657,74.03895549
299,1,70,-1.17212,-7.96255,3.69798,-3.97833,-9.41502,16.81098,-2.575225,1.373865294,63.4022025,13.67505608,15.82710959,-1.610334989,-504.8432075,50.57008388,-62.96546489,-137.3060304
300,0,80,-4.19911,-1.65182,-1.41434,5.33251,-1.93276,12.59778,-1.53308,17.63252479,2.728509312,2.000357636,28.4356629,-74.04091118,-4.507006252,-2.829185818,151.6334568,-52.31249989
301,1,30,-0.236717,2.40832,0.814518,0.350328,3.336449,3.809883,0.582423,0.056034938,5.800005222,0.663439572,0.122729708,-0.013264422,13.96826858,0.540383474,0.042995653,-0.162674386
302,1,0,1.78583,-0.39081,-0.555905,-0.505763,0.333352,3.238308,-0.4482865,3.189188789,0.152732456,0.309030369,0.255796212,5.695349015,-0.059689371,-0.171791527,-0.12937226,-0.196224584
303,1,20,-3.04337,-0.978472,-2.1735,3.11622,-3.079122,9.311562,-1.575986,9.262100957,0.957407455,4.72410225,9.710827088,-28.18800019,-0.936796387,-10.26783624,30.26107359,-20.16930404
304,1,20,-0.0966554,1.46435,0.727414,1.66937,3.7644786,3.9577894,1.095882,0.009342266,2.144320923,0.529131127,2.786796197,-0.00090298,3.140036343,0.38489739,4.652193967,-0.171872057
305,1,30,-0.835535,1.62627,-1.13787,2.97552,2.628385,6.575195,0.3953675,0.698118736,2.644754113,1.294748137,8.85371927,-0.583302638,4.301084271,-1.473255063,26.34441876,4.600582452
306,1,70,-3.36856,-1.61002,4.09798,9.96484,9.08424,19.0414,1.24398,11.34719647,2.5921644,16.79344008,99.29803623,-38.22371215,-4.173436528,68.81918158,989.4890433,221.4704166
307,1,60,0.787013,-3.12813,0.38015,-1.93948,-3.900447,6.234773,-0.779665,0.619389462,9.785197297,0.144514022,3.76158267,0.487467559,-30.60936922,0.054937006,-7.295514358,1.815126928
308,1,20,2.43471,0.0755109,-0.2637,0.33206,2.5785809,3.1059809,0.20378545,5.927812784,0.005701896,0.06953769,0.110263844,14.43250506,0.000430555,-0.018337089,0.036614212,-0.016098432
309,0,80,4.67486,1.59484,-1.20817,3.99183,9.05336,11.4697,2.793335,21.85431602,2.543514626,1.459674749,15.93470675,102.1658678,4.056498865,-1.763535241,63.60864044,-35.95719575
310,1,30,1.6311,-3.78084,-2.03152,1.45914,-2.72212,8.9026,-0.28619,2.66048721,14.29475111,4.12707351,2.12908954,4.339520688,-54.04616677,-8.384232378,3.106639711,18.28045294
311,1,20,-2.14107,2.57171,-2.31009,2.66852,0.78907,9.69139,0.21532,4.584180745,6.613692324,5.336515808,7.12099899,-9.815051867,17.00849869,-12.3278318,19.00252823,33.94315616
312,1,70,-4.78432,3.47895,-1.62457,-1.9885,-4.91844,11.87634,-1.806535,22.88971786,12.1030931,2.639227685,3.95413225,-109.511735,42.10605575,-4.28761012,-7.862791979,-53.76905841
313,1,70,3.4924,-11.9365,2.00696,2.5256,-3.91154,19.96146,2.26628,12.19685776,142.4800323,4.027888442,6.37865536,42.59630604,-1700.712905,8.083810987,16.10993198,-211.3023211
314,1,50,2.77907,-2.06522,6.05079,-0.219819,6.544821,11.114899,1.2796255,7.723230065,4.265133648,36.61205962,0.048320393,21.46339698,-8.808439313,221.5318843,-0.01062174,7.633841114
315,0,20,-5.91651,-3.15311,-0.149069,-0.258042,-9.476731,9.476731,-1.705576,35.00509058,9.942102672,0.022221567,0.066585674,-207.1079685,-31.34854336,-0.003312547,-0.0171819,0.717600053
316,1,30,1.78026,-0.0645226,-2.7107,2.22437,1.2294074,6.7798526,0.8578687,3.169325668,0.004163166,7.34789449,4.947821897,5.642223713,-0.000268618,-19.91793759,11.00578659,0.692602059
317,0,60,-7.40343,-0.954292,0.234926,-6.51821,-14.641006,15.110858,-3.736251,54.81077576,0.910673221,0.055190225,42.4870616,-405.7877416,-0.86904817,0.012965619,-276.9395898,-10.81866542
318,0,50,1.51146,-0.399372,-5.18834,2.83098,-1.245272,9.930152,0.556044,2.284511332,0.159497994,26.91887196,8.01444776,3.452947497,-0.063699033,-139.6642601,22.68874132,8.866240368
319,1,80,2.04773,-1.92768,-4.21989,6.64399,2.54415,14.83929,0.060025,4.193198153,3.715950182,17.80747161,44.14260312,8.586537654,-7.163162848,-75.14557138,293.2830137,110.671994
320,1,0,-1.29935,-2.83719,-0.669665,2.87977,-1.926435,7.685975,-0.9845075,1.688310423,8.049647096,0.448451212,8.293075253,-2.193706147,-22.83837824,-0.300312081,23.88214932,-7.10935131
321,0,80,-4.25147,-0.854158,-0.828041,-2.44034,-8.374009,8.374009,-1.647249,18.07499716,0.729585889,0.685651898,5.955259316,-76.84530818,-0.623181624,-0.567747883,-14.53285752,7.338030481
322,0,30,-4.11239,3.9422,4.66601,-1.02434,3.47148,13.74494,1.45893,16.91175151,15.54094084,21.77164932,1.049272436,-69.5477178,61.26549698,101.5867334,-1.074811727,77.48591134
323,1,50,-1.08411,0.182998,-3.35487,-8.71468,-12.970662,13.336658,-2.21949,1.175294492,0.033488268,11.25515272,75.9456475,-1.274148512,0.006128286,-37.7595742,-661.8420154,-5.800251625
324,0,40,0.113832,-6.39223,-0.462071,-3.21798,-9.958449,10.186113,-1.8400255,0.012957724,40.86060437,0.213509609,10.35539528,0.001475004,-261.1903811,-0.098656599,-33.3234549,-1.081954039
325,0,80,11.1911,-1.43401,-5.72451,-11.9776,-7.94502,30.32722,-3.57926,125.2407192,2.05638468,32.77001474,143.4629018,1401.581413,-2.948876195,-187.5922771,-1718.341252,-1100.355656
326,0,70,6.07654,7.06529,0.568158,3.49162,17.201608,17.201608,4.78408,36.92433837,49.91832278,0.322803513,12.19141022,224.3722191,352.6874268,0.183403398,42.56777177,85.16917731
327,0,10,0.247788,5.80892,-4.05696,0.286532,2.28628,10.4002,0.26716,0.061398893,33.74355157,16.45892444,0.082100587,0.015213909,196.0135916,-66.7731981,0.023524445,-1.673206422
328,1,20,0.654354,2.77366,-0.500653,0.846831,3.774192,4.775498,0.7505925,0.428179157,7.693189796,0.250653426,0.717122743,0.280180744,21.33829281,-0.12549039,0.607281769,-0.769483932
329,0,80,-2.89726,-8.8531,-2.46201,6.51355,-7.69882,20.72592,-2.679635,8.394115508,78.37737961,6.06149324,42.4263336,-24.3199351,-693.8827794,-14.92345697,276.3460452,-411.3300176
330,1,60,-3.78666,3.84117,4.40341,1.31006,5.76798,13.3413,2.575615,14.33879396,14.75458697,19.39001963,1.716257204,-54.29613752,56.67487683,85.38220633,2.248399912,-83.90737822
331,0,30,-6.72342,0.587057,1.04005,4.76978,-0.326533,13.120307,0.8135535,45.2043765,0.344635921,1.081704002,22.75080125,-303.928009,0.20232093,1.125026248,108.5163168,-19.58046851
332,0,80,-3.0861,-7.36419,-4.12986,-1.52365,-16.1038,16.1038,-3.60798,9.52401321,54.23129436,17.05574362,2.321509323,-29.39205717,-399.3695556,-70.43783334,-3.537167679,143.0064168
333,0,80,-1.94937,-4.54196,1.50249,0.826477,-4.162363,8.820297,-0.5614465,3.800043397,20.62940064,2.2574762,0.683064232,-7.407690597,-93.69791254,3.391835416,0.564536877,10.99461296
334,0,40,-1.20431,-1.97601,2.27553,-4.09068,-4.99547,9.54653,-1.59016,1.450362576,3.90461552,5.178036781,16.73366286,-1.746686154,-7.715559314,11.78277804,-68.45206,-22.15162056
335,1,70,9.30167,-5.033,-9.13984,-0.0529522,-4.9241222,23.5274622,-2.5429761,86.52106479,25.331089,83.53667523,0.002803935,804.7903927,-127.4913709,-763.5118457,-0.000148475,-22.65742023
336,0,0,1.73582,-0.444239,-0.367058,-1.03959,-0.115067,3.586707,-0.4056485,3.013071072,0.197348289,0.134731575,1.080747368,5.230149029,-0.087669807,-0.049454303,-1.123534156,-0.294251143
337,0,0,-1.05555,-3.15344,2.89347,0.662902,-0.652618,7.765362,-0.196324,1.114185803,9.944183834,8.372168641,0.439439062,-1.176078824,-31.35838707,24.2246188,0.291305033,6.384570625
338,0,10,0.405604,-0.826663,4.70573,0.243545,4.528216,6.181542,0.3245745,0.164514605,0.683371716,22.14389483,0.059314167,0.066727782,-0.564918113,104.2031902,0.014445669,-0.384270417
339,1,30,0.255765,-0.308835,-1.40154,0.313452,-1.141158,2.279592,-0.026535,0.065415735,0.095379057,1.964314372,0.098252156,0.016731056,-0.029456391,-2.753065164,0.030797335,0.034701174
340,0,70,-9.99936,-0.714961,6.66478,-1.50388,-5.553421,18.882981,-1.1094205,99.98720041,0.511169232,44.41929245,2.261655054,-999.8080123,-0.365466065,296.0448119,-3.401257803,-71.65616456
341,1,20,-1.11501,0.745317,1.59782,-0.361191,0.866936,3.819338,0.192063,1.2432473,0.55549743,2.553028752,0.130458938,-1.386233172,0.414021678,4.079280401,-0.047120594,0.47960595
342,1,0,-1.32074,-1.53937,2.30238,0.449841,-0.107889,5.612331,-0.4354495,1.744354148,2.369659997,5.300953664,0.202356925,-2.303838297,-3.647783509,12.2048097,0.091028442,2.105699479
343,1,80,8.92205,-0.315588,0.819818,-4.11818,5.3081,14.175636,0.252115,79.6029762,0.099595786,0.672101553,16.95940651,710.2217338,-0.031431235,0.551000951,-69.84188871,9.506221043
344,1,10,-4.73734,4.44887,-1.97466,-1.10045,-3.36358,12.26132,-1.537555,22.44239028,19.79244428,3.899282116,1.210990203,-106.3172331,88.05401157,-7.699756422,-1.332634168,-45.79804235
345,1,50,6.65904,1.88857,3.20877,3.5659,15.32228,15.32228,3.387335,44.34281372,3.566696645,10.29620491,12.71564281,295.2805703,6.735956283,33.03815344,45.3427107,143.8972382
346,0,80,2.43781,1.77635,-3.10595,3.43917,4.54738,10.75928,2.10708,5.942917596,3.155419323,9.646925402,11.82789029,14.48770394,5.605129114,-29.96286795,40.67812544,-46.25689724
347,1,90,-1.67524,2.55859,7.99306,0.977288,9.853698,13.204178,1.767939,2.806429058,6.546382788,63.88900816,0.955091835,-4.701442214,16.74950954,510.6686756,0.933399789,-33.48215261
348,0,50,-3.93782,1.04879,2.7955,3.99306,3.89953,11.77517,1.922145,15.50642635,1.099960464,7.81482025,15.94452816,-61.06151582,1.153627535,21.84633001,63.66745763,-46.10093469
349,1,30,3.64916,5.07314,0.170013,0.698462,9.590775,9.590775,2.173811,13.31636871,25.73674946,0.02890442,0.487849165,48.59356003,130.5661332,0.004914127,0.340744104,2.198339013
350,0,70,5.71765,0.67917,-2.07564,2.37703,6.69821,10.84949,1.5281,32.69152152,0.461271889,4.30828141,5.650271621,186.918678,0.313282029,-8.942441225,13.43086515,-19.15943754
351,1,80,-1.12085,4.2504,-0.901427,-4.23939,-2.011267,10.512067,-1.0111385,1.256304722,18.06590016,0.812570636,17.97242757,-1.408129148,76.78730204,-0.732473111,-76.19212972,-18.2058614
352,1,80,-2.85357,0.319867,4.40887,5.66629,7.541457,13.248597,2.3643685,8.142861745,0.102314898,19.43813468,32.10684236,-23.23622599,0.032727159,85.70020883,181.9266798,-22.80258372
353,0,50,0.531045,-4.17657,-0.426782,-2.24495,-6.317257,7.379347,-1.335866,0.282008792,17.44373696,0.182142876,5.039800502,0.149759359,-72.8549885,-0.077735301,-11.31410014,-2.125024081
354,1,20,0.97148,-1.33106,-0.180738,1.4504,0.910082,3.933678,0.395371,0.94377339,1.771720724,0.032666225,2.10366016,0.916856973,-2.358266586,-0.005904028,3.051148696,0.338975851
355,0,60,0.217651,0.246129,-2.21716,1.42208,-0.3313,4.10302,0.23189,0.047371958,0.060579485,4.915798466,2.022311526,0.010310554,0.014910368,-10.89911173,2.875888775,-0.168905782
356,1,20,1.87878,-1.67837,-0.121988,-1.16426,-1.085838,4.843398,-0.643124,3.529814288,2.816925857,0.014881072,1.355501348,6.631744489,-4.72784385,-0.001815312,-1.578155999,-0.447848088
357,0,90,-0.891048,-2.91358,2.02467,1.58752,-0.192438,7.416818,0.348236,0.793966538,8.488948416,4.099288609,2.52021975,-0.707462296,-24.73323033,8.299706668,4.000899258,8.344522697
358,1,90,-1.13103,-4.26024,2.38364,-0.200555,-3.208185,7.975465,-0.6657925,1.279228861,18.14964486,5.68173965,0.040222308,-1.446846219,-77.32184301,13.5432219,-0.008066785,-2.303468877
359,0,40,-17.3308,5.89862,1.33019,-5.04697,-15.14896,29.60658,-1.85839,300.3566286,34.7937179,1.769405436,25.47190618,-5205.42066,205.2349203,2.353645417,-128.5559463,686.2991031
360,0,30,-5.65575,1.49305,-1.81122,-6.9771,-12.95102,15.93712,-3.733485,31.98750806,2.229198303,3.280517888,48.67992441,-180.9133487,3.328304526,-5.94173961,-339.6447006,-106.7113732
361,0,20,-0.57515,0.671375,-0.00877395,0.338731,0.42618205,1.59402995,0.164978525,0.330797523,0.450744391,7.70E-05,0.11473869,-0.190258195,0.302618515,-6.75E-07,0.038865551,0.001147615
362,0,0,-0.789608,3.07134,-0.615638,1.51707,3.183164,5.993656,0.450716,0.623480794,9.433129396,0.379010147,2.301501385,-0.492305423,28.97234764,-0.233333049,3.491538706,2.26501183
363,0,80,3.52952,-1.21231,1.01076,1.22025,4.54822,6.97284,1.115505,12.45751143,1.469695536,1.021635778,1.489010063,43.96903574,-1.781726595,1.032628579,1.816964529,-5.277475159
364,1,10,2.6777,-1.74312,-1.73416,3.30479,2.50521,9.45977,0.47177,7.17007729,3.038467334,3.007310906,10.92163694,19.19931596,-5.29641318,-5.21515828,36.09371656,26.74990456
365,1,90,-5.97478,4.54364,-0.025212,5.57148,4.115128,16.115112,2.259214,35.69799605,20.64466445,0.000635645,31.04138939,-213.2876728,93.80192318,-1.60E-05,172.9464802,3.813324003
366,1,80,2.31358,-3.65883,3.3827,-2.40832,-0.37087,11.76343,-0.04737,5.352652416,13.38703697,11.44265929,5.800005222,12.38378958,-48.98089247,38.70708358,-13.96826858,68.96113939
367,1,20,-3.96595,-1.21718,2.33848,0.981826,-1.862824,8.503436,-0.117677,15.7287594,1.481527152,5.46848871,0.963982294,-62.37947335,-1.803285219,12.78795148,0.94646288,11.08332914
368,0,40,8.47182,-5.28061,-2.98047,-3.68832,-3.47758,20.42122,-3.334395,71.77173411,27.88484197,8.883201421,13.60370442,608.0372125,-147.2489754,-26.47611534,-50.1748151,-491.7837361
369,0,60,13.2142,10.4111,-2.5049,6.02605,27.14645,32.15625,8.218575,174.6150816,108.3910032,6.27452401,36.3132786,2307.398612,1128.469574,-15.71705519,218.8256325,-2076.637141
370,1,90,5.11554,14.4065,-0.192596,1.81036,21.139804,21.524996,3.46295,26.16874949,207.5472422,0.037093219,3.27740333,133.8672848,2990.029345,-0.007144006,5.933279892,-25.69580198
371,1,10,1.54667,0.0807231,-0.752882,3.79523,4.6697411,6.1755051,0.81369655,2.392188089,0.006516219,0.566831306,14.40377075,3.699925551,0.000526009,-0.426757087,54.66562287,-0.356747146
372,0,80,0.423787,1.81542,-3.60757,1.11381,-0.254553,6.960587,0.7687985,0.179595421,3.295749776,13.0145613,1.240572716,0.076110205,5.983170059,-46.95094093,1.381762297,-3.091367419
373,0,10,-2.22723,-0.876746,0.396259,-0.460565,-3.168282,3.9608,-0.6686555,4.960553473,0.768683549,0.157021195,0.212120119,-11.04829351,-0.673940226,0.062221062,-0.097695103,-0.356376396
374,1,20,-8.87693,9.72398,-3.17841,-4.66565,-6.99701,26.44497,-3.92203,78.79988622,94.55578704,10.10229013,21.76828992,-699.501074,919.4585821,-32.10921997,-101.5632219,-1280.055875
375,0,0,0.260433,3.28226,-0.109235,-0.077808,3.35565,3.729736,0.0913125,0.067825347,10.77323071,0.011932285,0.006054085,0.017663959,35.36054422,-0.001303423,-0.000471056,0.007265325
376,0,80,-0.0746359,4.40192,2.62657,-3.9137,3.0401541,11.0168259,1.27596705,0.005570518,19.37689969,6.898869965,15.31704769,-0.000415761,85.29556227,18.12036488,-59.94632954,3.377275049
377,0,10,-1.67191,-1.73743,4.18112,-3.23608,-2.4643,10.82654,-1.70467,2.795283048,3.018663005,17.48176445,10.47221377,-4.673461681,-5.244715665,73.093355,-33.88892153,-39.30357845
378,0,50,-6.34125,-2.62525,5.21737,-3.61119,-7.36032,17.79506,-3.11822,40.21145156,6.891937562,27.22094972,13.04069322,-254.9908672,-18.09305909,142.0217664,-47.09242094,-313.6516079
379,0,90,-0.265816,-2.70618,-1.86324,0.757656,-4.07758,5.592892,-1.064528,0.070658146,7.323410192,3.471663298,0.574042614,-0.018782066,-19.81846619,-6.468541923,0.434926831,-1.015497046
380,1,10,-1.64317,-3.51696,1.52145,-3.70505,-7.34373,10.38663,-2.580065,2.700007649,12.36900764,2.314810103,13.7273955,-4.436571568,-43.50130512,3.52186783,-50.86068671,-32.5762946
381,1,30,-9.66031,2.10706,4.96215,-5.35769,-7.94879,22.08721,-1.625315,93.3215893,4.439701844,24.62293262,28.70484214,-901.5154823,9.354718167,122.1826851,-153.7916457,541.1472248
382,0,50,2.89529,-4.13107,3.26741,-1.65807,0.37356,11.95184,0.61861,8.382704184,17.06573934,10.67596811,2.749196125,24.2703596,-70.49976384,34.88276496,-4.558359619,64.79792813
383,1,60,1.67846,-0.595897,-0.276547,-3.25887,-2.452854,5.809774,-0.436222,2.817227972,0.355093235,0.076478243,10.62023368,4.728604461,-0.211598993,-0.021149829,-34.60996092,-0.901401306
384,0,40,-1.65483,0.608135,-3.22493,3.8626,-0.409025,9.350495,-0.5233475,2.738462329,0.369828178,10.4001735,14.91967876,-4.531689616,0.224905459,-33.53983154,57.62875118,12.53583921
385,1,60,2.4163,-2.59264,-0.126893,5.24726,4.944027,10.383093,1.1447035,5.83850569,6.72178217,0.016101833,27.53373751,14.1075813,-17.42716132,-0.00204321,144.4766795,4.17122215
386,1,80,-1.42448,-3.56046,-0.437669,-1.60395,-7.026559,7.026559,-1.514215,2.02914327,12.67687541,0.191554154,2.572655603,-2.890474006,-45.13550783,-0.083837315,-4.126410954,3.560402355
387,0,30,0.455062,0.538578,-0.0738459,0.315897,1.2356911,1.3833829,0.3854795,0.207081424,0.290066262,0.005453217,0.099790915,0.094234887,0.156223307,-0.000402698,0.031523651,-0.005717301
388,1,10,2.02894,4.49131,1.24035,1.34004,9.10064,9.10064,1.68449,4.116597524,20.17186552,1.538468123,1.795707202,8.35232938,90.59810131,1.908238936,2.406319478,15.14621961
